data,valor
1969-12-01,-2.663706992
2003-01-01,2.19323528906228
2003-02-01,2.96561422236314
2003-03-01,0.0182715876368755
2003-04-01,-3.8581519850677
2003-05-01,-0.952084710727485
2003-06-01,-1.55362816457921
2003-07-01,-2.30530959542529
2003-08-01,-2.33536643457035
2003-09-01,4.31327752802588
2003-10-01,0.914178797483722
2003-11-01,0.837096874836973
2003-12-01,4.36757527901808
2004-01-01,3.7986866033964
2004-02-01,3.13720403524052
2004-03-01,12.2883576710465
2004-04-01,7.41341715245611
2004-05-01,8.34886679334677
2004-06-01,12.8894877766349
2004-07-01,10.7503325958256
2004-08-01,12.8702119274897
2004-09-01,7.56640352923168
2004-10-01,3.8801147433013
2004-11-01,8.51442885484897
2004-12-01,8.80478055160245
2005-01-01,5.53577133843013
2005-02-01,3.18095295057763
2005-03-01,1.28403087052353
2005-04-01,5.8202170124072
2005-05-01,5.52240075892456
2005-06-01,6.11209961398902
2005-07-01,0.463047677088912
2005-08-01,3.74076977314379
2005-09-01,-0.124558670365771
2005-10-01,0.256949463148004
2005-11-01,0.669367432725076
2005-12-01,2.23444403954134
2006-01-01,3.2211196715241
2006-02-01,4.99941920905933
2006-03-01,4.94757611091363
2006-04-01,-1.51335552504451
2006-05-01,4.66576539712753
2006-06-01,-0.318058040310631
2006-07-01,3.59071016526873
2006-08-01,3.11491105185173
2006-09-01,1.33101642992639
2006-10-01,3.98759820006716
2006-11-01,3.72427454832198
2006-12-01,0.401415331075761
2007-01-01,4.00599832356334
2007-02-01,2.9516668209103
2007-03-01,4.3778876099285
2007-04-01,5.77371924967094
2007-05-01,4.75916756213857
2007-06-01,6.32977175169342
2007-07-01,6.48500387759345
2007-08-01,6.45385961197722
2007-09-01,5.48040491246871
2007-10-01,10.633663943441
2007-11-01,6.83838963875041
2007-12-01,6.50386849819622
2008-01-01,8.94733218629384
2008-02-01,10.2942270711935
2008-03-01,1.34601615254974
2008-04-01,9.51720774301084
2008-05-01,2.57028336019267
2008-06-01,6.61321010205222
2008-07-01,8.67943039247676
2008-08-01,1.88705137733765
2008-09-01,9.12536703376514
2008-10-01,0.554459760462311
2008-11-01,-6.0777780757267
2008-12-01,-14.5823055338531
2009-01-01,-17.0109712426425
2009-02-01,-16.4865392767473
2009-03-01,-9.4021104133838
2009-04-01,-14.1194317848598
2009-05-01,-10.924236864629
2009-06-01,-10.731589769285
2009-07-01,-9.9465741993505
2009-08-01,-6.80640114814194
2009-09-01,-7.34875082053984
2009-10-01,-2.59139921707168
2009-11-01,5.40330823493471
2009-12-01,18.903975629634
2010-01-01,15.9481668187567
2010-02-01,16.9483419338723
2010-03-01,18.6615087213066
2010-04-01,16.5216410659175
2010-05-01,14.2607082954794
2010-06-01,11.1788396718361
2010-07-01,9.39208556420252
2010-08-01,8.54173086904162
2010-09-01,6.39508397595043
2010-10-01,2.00743403204546
2010-11-01,5.32228384808464
2010-12-01,2.66077002058633
2011-01-01,2.20905067987074
2011-02-01,7.26118331631067
2011-03-01,-0.665033591824127
2011-04-01,-1.82114472546727
